item,source,group,level,intent,expect,metric,target,actual_metric,fired_all_rules,fired_live,missing,false_fire,suppressed,co_fired,status_live,cell_live
EDGEC_constant_1p5_361,9,boundary,3,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_constant_1p8_363,9,boundary,1,CONSTANT_VALUE,not_fire,stdev,0.0,0.0,LOW_CPK;MEAN_SHIFT,LOW_CPK;MEAN_SHIFT,,,,LOW_CPK;MEAN_SHIFT,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX1_HEAVYTAIL_L2_074_492,9,mixed,2,HEAVY_TAIL,fire,(조합),,,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX1_HEAVYTAIL_L3_000_418,9,mixed,3,HEAVY_TAIL,fire,(조합),,,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX1_HEAVYTAIL_L3_014_432,9,mixed,3,HEAVY_TAIL,fire,(조합),,,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX1_HEAVYTAIL_L4_027_445,9,mixed,4,HEAVY_TAIL,fire,(조합),,,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX1_MEANSHIFT_L5_007_425,9,mixed,5,MEAN_SHIFT,fire,(조합),,,LOW_CPK;MEAN_SHIFT,LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX1_OUTWARN_L2_004_422,9,mixed,2,OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_OUTWARN_L4_037_455,9,mixed,4,OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_OUTWARN_L4_072_490,9,mixed,4,OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_OUTWARN_L5_046_464,9,mixed,5,OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_SEVOUT_L2_030_448,9,mixed,2,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX1_SEVOUT_L5_042_460,9,mixed,5,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX1_SEVOUT_L5_061_479,9,mixed,5,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX1_SPECTIGHT_L2_043_461,9,mixed,2,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX1_SPECTIGHT_L4_056_474,9,mixed,4,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX1_SUBPOP_L2_009_427,9,mixed,2,SUBPOP_GAP,fire,(조합),,,SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX1_SUBPOP_L2_017_435,9,mixed,2,SUBPOP_GAP,fire,(조합),,,SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX1_WIDE_L2_065_483,9,mixed,2,WIDE_DISTRIBUTION,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX1_WIDE_L4_032_450,9,mixed,4,WIDE_DISTRIBUTION,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_HEAVYTAIL-SPECTIGHT_L2_040_458,9,mixed,2,HEAVY_TAIL;SPEC_TOO_TIGHT,fire,(조합),,,HEAVY_TAIL;SPEC_TOO_TIGHT,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_MEANSHIFT-HEAVYTAIL_L2_026_444,9,mixed,2,MEAN_SHIFT;HEAVY_TAIL,fire,(조합),,,MEAN_SHIFT;HEAVY_TAIL,MEAN_SHIFT;HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_MEANSHIFT-HEAVYTAIL_L3_033_451,9,mixed,3,MEAN_SHIFT;HEAVY_TAIL,fire,(조합),,,MEAN_SHIFT;HEAVY_TAIL,MEAN_SHIFT;HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_MEANSHIFT-SEVOUT_L3_041_459,9,mixed,3,MEAN_SHIFT;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,SEVERE_OUTLIER;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_OUTWARN-SPECTIGHT_L4_006_424,9,mixed,4,OUTLIER_WARN;SPEC_TOO_TIGHT,fire,(조합),,,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_SEVOUT-MEANSHIFT_L4_050_468,9,mixed,4,SEVERE_OUTLIER;MEAN_SHIFT,fire,(조합),,,SEVERE_OUTLIER;LOW_CPK;MEAN_SHIFT,SEVERE_OUTLIER;LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SEVOUT-SPECTIGHT_L3_049_467,9,mixed,3,SEVERE_OUTLIER;SPEC_TOO_TIGHT,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT;HEAVY_TAIL,SEVERE_OUTLIER;SPEC_TOO_TIGHT;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SEVOUT-WIDE_L5_034_452,9,mixed,5,SEVERE_OUTLIER;WIDE_DISTRIBUTION,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;MEAN_SHIFT,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT,,,,BIDIR_TAIL;LOW_CPK;MEAN_SHIFT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SPECTIGHT-HEAVYTAIL_L5_023_441,9,mixed,5,SPEC_TOO_TIGHT;HEAVY_TAIL,fire,(조합),,,HEAVY_TAIL;SPEC_TOO_TIGHT,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_SPECTIGHT-SEVOUT_L4_024_442,9,mixed,4,SPEC_TOO_TIGHT;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT;BIDIR_TAIL,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,BIDIR_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SUBPOP-MEANSHIFT_L2_052_470,9,mixed,2,SUBPOP_GAP;MEAN_SHIFT,fire,(조합),,,SUBPOP_GAP;LOW_CPK;MEAN_SHIFT,SUBPOP_GAP;LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX2_SUBPOP-MEANSHIFT_L5_019_437,9,mixed,5,SUBPOP_GAP;MEAN_SHIFT,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;SUBPOP_GAP,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR][다봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_MEANSHIFT-SEVOUT-WIDE_L3_064_482,9,mixed,3,MEAN_SHIFT;SEVERE_OUTLIER;WIDE_DISTRIBUTION,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
NORMAL_002_366,9,normal,1,,not_fire,spread_norm,0.0675,0.066,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_004_368,9,normal,1,,not_fire,spread_norm,0.0309,0.0295,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_005_369,9,normal,1,,not_fire,spread_norm,0.0619,0.0606,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_008_372,9,normal,1,,not_fire,spread_norm,0.0398,0.0392,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_009_373,9,normal,1,,not_fire,spread_norm,0.0669,0.0674,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_017_381,9,normal,1,,not_fire,spread_norm,0.0834,0.0827,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_019_383,9,normal,1,,not_fire,spread_norm,0.0442,0.0437,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_020_384,9,normal,1,,not_fire,spread_norm,0.0385,0.0376,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_028_392,9,normal,1,,not_fire,spread_norm,0.0668,0.0669,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_030_394,9,normal,1,,not_fire,spread_norm,0.0778,0.0816,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_031_395,9,normal,1,,not_fire,spread_norm,0.0344,0.0346,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_032_396,9,normal,1,,not_fire,spread_norm,0.0731,0.0692,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_036_400,9,normal,1,,not_fire,spread_norm,0.0824,0.0828,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_037_401,9,normal,1,,not_fire,spread_norm,0.0455,0.045,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_040_404,9,normal,1,,not_fire,spread_norm,0.0285,0.0277,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_041_405,9,normal,1,,not_fire,spread_norm,0.0336,0.0343,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_045_409,9,normal,1,,not_fire,spread_norm,0.0612,0.0597,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_047_411,9,normal,1,,not_fire,spread_norm,0.088,0.0892,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_048_412,9,normal,1,,not_fire,spread_norm,0.0296,0.0285,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_051_415,9,normal,1,,not_fire,spread_norm,0.0438,0.0436,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
NORMAL_053_417,9,normal,1,,not_fire,spread_norm,0.0726,0.0733,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
